2006,ME,Africas,6
2006,ME,Americas,11
2006,ME,Asia,12
2006,ME,Europe,27
2006,ME,Oceania,2
2006,MJ,Americas,1
2006,MJ,Asia,1
2006,MJ,Europe,12
2006,MU,Europe,6
2006,WE,Americas,4
2006,WE,Europe,12
2006,WE,Oceania,2
2006,WJ,Europe,1
2007,ME,Africas,9
2007,ME,Americas,13
2007,ME,Asia,12
2007,ME,Europe,27
2007,ME,Oceania,2
2007,MJ,Americas,1
2007,MJ,Asia,1
2007,MJ,Europe,13
2007,MU,Europe,7
2007,WE,Americas,4
2007,WE,Asia,1
2007,WE,Europe,11
2007,WE,Oceania,2
2007,WJ,Europe,2
2008,ME,Africas,9
2008,ME,Americas,14
2008,ME,Asia,13
2008,ME,Europe,29
2008,ME,Oceania,2
2008,MJ,Americas,1
2008,MJ,Asia,1
2008,MJ,Europe,13
2008,MU,Americas,1
2008,MU,Europe,7
2008,WE,Americas,5
2008,WE,Asia,1
2008,WE,Europe,11
2008,WE,Oceania,2
2008,WJ,Europe,4
2009,ME,Africas,7
2009,ME,Americas,14
2009,ME,Asia,13
2009,ME,Europe,28
2009,ME,Oceania,2
2009,MJ,Americas,2
2009,MJ,Asia,1
2009,MJ,Europe,13
2009,MU,Americas,1
2009,MU,Europe,6
2009,WE,Americas,3
2009,WE,Asia,2
2009,WE,Europe,10
2009,WE,Oceania,1
2009,WJ,Europe,2
2010,ME,Africas,8
2010,ME,Americas,15
2010,ME,Asia,15
2010,ME,Europe,28
2010,ME,Oceania,2
2010,MJ,Americas,1
2010,MJ,Asia,2
2010,MJ,Europe,13
2010,MU,Americas,1
2010,MU,Europe,7
2010,WE,Americas,2
2010,WE,Asia,2
2010,WE,Europe,10
2010,WE,Oceania,1
2010,WJ,Europe,2
2011,ME,Africas,8
2011,ME,Americas,14
2011,ME,Asia,17
2011,ME,Europe,29
2011,ME,Oceania,2
2011,MJ,Americas,1
2011,MJ,Asia,1
2011,MJ,Europe,13
2011,MU,Americas,1
2011,MU,Europe,7
2011,WE,Americas,3
2011,WE,Asia,3
2011,WE,Europe,10
2011,WE,Oceania,1
2011,WJ,Europe,2
2012,ME,Africas,7
2012,ME,Americas,14
2012,ME,Asia,16
2012,ME,Europe,29
2012,ME,Oceania,2
2012,MJ,Americas,1
2012,MJ,Asia,1
2012,MJ,Europe,11
2012,MU,Americas,1
2012,MU,Asia,1
2012,MU,Europe,6
2012,WE,Africas,1
2012,WE,Americas,4
2012,WE,Asia,6
2012,WE,Europe,10
2012,WE,Oceania,1
2012,WJ,Americas,1
2012,WJ,Europe,2
2013,ME,Africas,8
2013,ME,Americas,11
2013,ME,Asia,15
2013,ME,Europe,28
2013,ME,Oceania,2
2013,MJ,Americas,1
2013,MJ,Asia,1
2013,MJ,Europe,11
2013,MU,Americas,1
2013,MU,Europe,8
2013,WE,Americas,4
2013,WE,Asia,4
2013,WE,Europe,9
2013,WJ,Americas,1
2013,WJ,Europe,2
2014,ME,Africas,7
2014,ME,Americas,12
2014,ME,Asia,17
2014,ME,Europe,26
2014,ME,Oceania,2
2014,MJ,Americas,1
2014,MJ,Europe,13
2014,MU,Europe,8
2014,WE,Americas,6
2014,WE,Asia,4
2014,WE,Europe,13
2014,WJ,Europe,1
2015,ME,Africas,9
2015,ME,Americas,12
2015,ME,Asia,16
2015,ME,Europe,28
2015,ME,Oceania,2
2015,MJ,Americas,1
2015,MJ,Europe,11
2015,MU,Europe,8
2015,WE,Africas,1
2015,WE,Americas,5
2015,WE,Asia,4
2015,WE,Europe,13
2015,WE,Oceania,1
2015,WJ,Europe,2
2016,ME,Africas,11
2016,ME,Americas,9
2016,ME,Asia,16
2016,ME,Europe,29
2016,ME,Oceania,2
2016,MJ,Americas,1
2016,MJ,Europe,11
2016,MU,Europe,8
2016,WE,Americas,6
2016,WE,Asia,4
2016,WE,Europe,16
2016,WE,Oceania,1
2016,WJ,Europe,5
2017,ME,Africas,11
2017,ME,Americas,11
2017,ME,Asia,16
2017,ME,Europe,29
2017,ME,Oceania,2
2017,MJ,Americas,1
2017,MJ,Asia,1
2017,MJ,Europe,12
2017,MU,Europe,8
2017,WE,Africas,1
2017,WE,Americas,3
2017,WE,Asia,2
2017,WE,Europe,14
2017,WE,Oceania,1
2017,WJ,Europe,4
2018,ME,Africas,11
2018,ME,Americas,8
2018,ME,Asia,16
2018,ME,Europe,28
2018,ME,Oceania,2
2018,MJ,Americas,1
2018,MJ,Asia,1
2018,MJ,Europe,12
2018,MU,Africas,1
2018,MU,Europe,7
2018,WE,Africas,1
2018,WE,Americas,4
2018,WE,Asia,3
2018,WE,Europe,14
2018,WE,Oceania,1
2018,WJ,Europe,4
2019,ME,Africas,8
2019,ME,Americas,13
2019,ME,Asia,14
2019,ME,Europe,29
2019,ME,Oceania,2
2019,MJ,Americas,1
2019,MJ,Asia,1
2019,MJ,Europe,12
2019,MU,Africas,1
2019,MU,Europe,6
2019,WE,Americas,6
2019,WE,Asia,4
2019,WE,Europe,16
2019,WE,Oceania,2
2019,WJ,Europe,4
